Feature	Gain	Cover	Frequency
ctrx_quarter_normalizado	0.0556696640765931	0.00501946038342659	0.00180168839445174
vm_status01	0.0534033103253489	0.00347516322295841	0.00139650519657286
ctrx_quarter	0.0369944267424977	0.00422794107957549	0.00154205644241285
ctrx_quarter_normalizado_lag1	0.0355436243374507	0.00211688371258939	0.00149485063295123
ctarjeta_visa_transacciones	0.0220392616625098	0.00486277533160039	0.0013217626649253
Visa_delinquency	0.0204805813021343	0.00398441310622602	0.00258451806802357
cdescubierto_preacordado	0.0199138570977516	0.00435005762940897	0.00332014193213378
ctrx_quarter_lag2	0.0164284105482018	0.00282051940424587	0.00434686828792397
vm_status04_delta2	0.0153065564801071	0.000924412615083919	0.000298970126590246
cdescubierto_preacordado_tend12	0.0149760327147525	0.00585746560602273	0.00114474087944423
ctrx_quarter_normalizado_lag2	0.0140397905755896	0.00285636158298974	0.00421311849444938
ctrx_quarter_delta2	0.0122164018237672	0.0053326791705341	0.00535392555643848
vm_status05_delta2	0.0120990822503362	0.00156010473176544	0.00040911701533402
Visa_Finiciomora_tend12	0.0120624454885735	0.0069660624256914	0.00219900395742036
ctarjeta_debito_transacciones	0.0108886953909836	0.00356646503763894	0.000751359133930749
active_quarter	0.00969451018026624	0.00159901503797644	0.00167974005334256
cpayroll_trx_lag2	0.0090684192852439	0.00374804154610033	0.000645146062642109
vmr_mpagospesos	0.00905611542082664	0.0030040103377682	0.0025648489807479
cdescubierto_preacordado_lag1	0.00804995978607736	0.00356937572230063	0.00260025333784411
ccomisiones_mantenimiento_tend12	0.00687214372193868	0.00688168109002263	0.00266319441712627
thomebanking_lag2	0.00580456649842611	0.00386987009896142	0.0134103837045546
ctransferencias_recibidas_tend12	0.00559767439665342	0.00663316807600514	0.011408070619891
ctrx_quarter_normalizado_delta3	0.00553303534114581	0.00322910104770353	0.00655767369770973
Visa_cconsumos_tend12	0.00548570481626613	0.004947174711511	0.0102082562960748
cprestamos_personales_tend12	0.0053153511006225	0.0040673314574198	0.00128242449037395
thomebanking	0.00529083045659484	0.00317261769899169	0.0107275202001526
ctrx_quarter_normalizado_delta1	0.00513409714211316	0.00358686023720011	0.00191970291810579
cpayroll_trx_tend12	0.0050875816300934	0.0059592660749638	0.00201804835448416
ctarjeta_visa_transacciones_lag1	0.00489565570979048	0.00279848794948877	0.00121554959363666
Visa_fultimo_cierre_tend12	0.00488767750391182	0.00248591812782551	0.00500774962038662
cmobile_app_trx_tend12	0.00463884855786909	0.00692315681488652	0.01006663886769
ctrx_quarter_delta1	0.00463404590361062	0.00321631961912527	0.00212819524322793
cliente_edad_lag3	0.00446107572564622	0.00494011870205238	0.00771028221206423
Master_fechaalta	0.00443741758069345	0.00326542147203688	0.00809579632266744
vmr_msaldopesos	0.00442190329190889	0.00194143959094551	0.00260812097275438
Visa_Fvencimiento	0.00430712493161022	0.00461465776456553	0.00693138635594754
ctrx_quarter_lag1	0.00427415237516567	0.00181218015584244	0.0014122404663934
cpayroll_trx_lag3	0.00420531644872471	0.0040350548250463	0.000857572205219389
cmobile_app_trx_delta2	0.00413504654052183	0.00453097143538452	0.0101374475818824
cpayroll_trx	0.00390298839856763	0.0033523627482689	0.000247830499673493
ctrx_quarter_normalizado_tend12	0.00389650016656601	0.00400261918171192	0.00450815480358449
Master_Fvencimiento_lag2	0.00388569783027534	0.00363583218411568	0.00860719259183497
Master_fechaalta_lag3	0.00387635278723931	0.00319225023138536	0.00831609010015499
Master_Fvencimiento	0.00385666287091486	0.00393285796822932	0.00868586894093767
chomebanking_transacciones_lag2	0.00382845597911017	0.00405888576952549	0.00885108927405333
chomebanking_transacciones_lag3	0.00381105907187668	0.00380505261047838	0.00887469217878414
Master_Fvencimiento_lag3	0.00375643703700547	0.00311041162838756	0.00857178823473875
ccomisiones_mantenimiento_delta3	0.00374493428838156	0.00411573546025514	0.000865439840129659
foto_mes	0.00367699202383452	0.00242293462848408	0.00255698134583763
ctrx_quarter_delta3	0.00364459928792848	0.0028402431405595	0.00664815149917783
Visa_cconsumos	0.00362902286845929	0.00260772081657633	0.00586925564306114
Master_Fvencimiento_lag1	0.00362125046630245	0.0032357044456868	0.00800925233865448
internet_tend12	0.00358280832167301	0.00459255114289137	0.00393381745513481
Master_fechaalta_lag1	0.00358233202334342	0.00337904871834628	0.00769061312478856
Visa_Fvencimiento_lag3	0.00355244787586798	0.00311209779274372	0.00742311353783939
Master_fechaalta_lag2	0.00354383303538777	0.00298128404379326	0.00766701022005775
ctrx_quarter_lag3	0.00353733952246354	0.00303772854406785	0.00514936704877147
ccomisiones_otras_tend12	0.00348346106339785	0.00403596416701859	0.00592432908743303
vmr_msaldototal	0.00343919509491135	0.00214315897230459	0.00249797408401061
Master_fultimo_cierre_tend12	0.00333543732131166	0.00276711357102501	0.00698645980031943
vmr_mpagominimo	0.00327505484064361	0.00268252444430705	0.00420131704208398
cliente_antiguedad_lag3	0.00324393742235009	0.00392809537563661	0.00613675523001031
Master_cconsumos_tend12	0.00321452895722149	0.00482969241642962	0.00723429029999292
vm_Fvencimiento	0.00316077138386106	0.00426175667878188	0.00612101996018977
cmobile_app_trx_lag1	0.00309723010765125	0.00462766070032583	0.00726969465708913
chomebanking_transacciones_delta3	0.00307475905041929	0.00389702087030905	0.00790303926736584
vm_Fvencimiento_lag3	0.00305002333252253	0.0031907144844983	0.00662061477699189
Visa_Fvencimiento_lag2	0.00304152680956341	0.00261833894337211	0.00626657120602976
ctarjeta_visa_transacciones_tend12	0.00303101027869563	0.00419872161848983	0.00293069400407544
chomebanking_transacciones_lag1	0.00300108019542685	0.00309011725076634	0.00616035813474112
ctrx_quarter_tend12	0.00295847871553237	0.00326027687678077	0.00396922181223103
vmr_Master_mlimitecompra_tend12	0.00293968325621144	0.00477797310301349	0.00577877784159304
vmr_mpagominimo_lag3	0.00288734215102468	0.0025164278253837	0.00539719754844496
cproductos_tend12	0.00286467070801546	0.00436878065256044	0.00187249710864417
ctrx_quarter_normalizado_lag3	0.00283442174913194	0.0026318394862143	0.00543260190554118
cprestamos_personales_delta2	0.00283291373043487	0.00257848101128751	0.000326506848776189
chomebanking_transacciones	0.00282394046304427	0.00410360824521465	0.00579057929395844
chomebanking_transacciones_delta2	0.00282253976092558	0.00405361427913176	0.00694318780831294
ctarjeta_visa_transacciones_delta3	0.0028202040955851	0.00325163010954251	0.00249404026655547
vmr_mpagominimo_tend12	0.00281759275184456	0.00379946102819774	0.00401249380423751
Master_cadelantosefectivo_tend12	0.00281668529588987	0.00185747028288949	0.00819020794159068
vm_Fvencimiento_lag2	0.0027424778850478	0.00254165035099384	0.00546800626263739
Visa_fechaalta_lag3	0.00273457104321748	0.0024598211360199	0.00564109423066332
vm_fechaalta_lag3	0.00273329946294625	0.00257753750443553	0.00539719754844496
Master_Fvencimiento_tend12	0.00270556712370868	0.00251536733413644	0.00579451311141358
vmr_Master_mlimitecompra_lag1	0.00270324109355257	0.00287392565564151	0.00546013862772712
cmobile_app_trx	0.0027026331921055	0.0030155087852064	0.00608168178563842
cliente_edad_lag2	0.0027007082147644	0.00351209299067543	0.00432326538319316
Visa_fechaalta	0.00268797583328453	0.00276900152562225	0.00530278592952173
vm_Fvencimiento_lag1	0.00268493073659849	0.00227188372913134	0.00519657285823309
cproductos_delta3	0.00267481130486591	0.00170441948355035	0.000802498760847502
Visa_cconsumos_lag3	0.00267476409979776	0.00249854677624715	0.00588892473033681
chomebanking_transacciones_delta1	0.00266998397361635	0.00408955221990072	0.00542080045317577
Visa_delinquency_tend12	0.00265865289267404	0.0036399290006379	0.00183709275154796
Visa_Fvencimiento_lag1	0.00265295672979635	0.00337895155543567	0.0057748440241379
ctarjeta_visa_debitos_automaticos_tend12	0.00260723423788795	0.00454303655146987	0.00227374648906792
cpayroll_trx_lag1	0.00259344986605692	0.00204365129296725	0.000283234856769706
ccomisiones_otras_lag2	0.00259225171151237	0.00385499990825559	0.00475991912071312
vmr_Master_mlimitecompra	0.00258010787987776	0.00390976922126204	0.00549947680227847
ccomisiones_otras_delta2	0.00257695232335661	0.00216761015362051	0.00625083593620922
vm_fechaalta	0.00252727432505319	0.00311308422523709	0.0050628230647585
Visa_fechaalta_lag1	0.00252463738132612	0.00211829892059552	0.00477172057307853
vmr_msaldopesos2_tend12	0.00250317872585054	0.0034879167592787	0.00449241953376396
vmr_msaldopesos2_delta3	0.00250279761361677	0.00301012284037484	0.00519657285823309
vmr_Master_mlimitecompra_lag3	0.00250140549885682	0.00288569564487443	0.00547194008009252
cpayroll_trx_delta3	0.00246679247483585	0.00471744853411671	0.000889042744860468
ccomisiones_otras_delta3	0.00244267508958106	0.00342088133447791	0.00677796747519728
Visa_cconsumos_lag2	0.0024379335828742	0.00196387945610349	0.00540506518335523
vmr_msaldopesos2_lag3	0.00241693074280678	0.00247713097931292	0.00522804339787417
vm_fechaalta_lag2	0.00241340724705864	0.00220563468200818	0.00442161081957153
vmr_mpagospesos_delta3	0.00240771336165834	0.00348902312429956	0.00399675853441697
vmr_mpagominimo_lag2	0.00239577154585513	0.00211623545804226	0.0040675672486094
Visa_fechaalta_lag2	0.00238836618354608	0.00224960028225058	0.00478352202544393
numero_de_cliente	0.00237999072990047	0.00440446927752434	0.00427212575627641
vm_fultimo_cierre_tend12	0.00236898139043109	0.00185695686880084	0.00403216289151318
cextraccion_autoservicio	0.0023629004833898	0.00294576038878088	0.000259631952038898
tcallcenter	0.00233977393685441	0.00274098038619201	0.00230915084616413
vmr_mpagospesos_tend12	0.0023388439064372	0.00528533733164516	0.00348929608270458
Visa_cconsumos_lag1	0.00233563494089129	0.00227872782851916	0.00481892638254015
ccomisiones_otras_lag3	0.00231801821378218	0.00276735887235216	0.00508249215203418
cliente_edad_lag1	0.00231680860900838	0.00348909011589964	0.00389054546312833
vmr_mpagominimo_delta2	0.0023103178455756	0.00248411974626659	0.00298576744844732
vm_fechaalta_lag1	0.00228749007157229	0.00245149082254795	0.00428786102609695
ccomisiones_otras_delta1	0.00222218664557743	0.0033980682692357	0.00509822742185472
ccuenta_debitos_automaticos_tend12	0.00220387627535339	0.00403907992459339	0.00136110083947664
cprestamos_personales	0.00219850395702343	0.00442324120621657	0.000377646475692942
vmr_Visa_mlimitecompra_lag3	0.00217618209039825	0.00212770944225571	0.0044294784544818
Master_fechaalta_tend12	0.00215856517261424	0.00179549972832261	0.00452782389086017
vmr_mpagominimo_delta1	0.0021532590984538	0.00269160945871689	0.00271040022658789
vmr_mpagominimo_lag1	0.0021493662142822	0.00211356486843169	0.00359944297144835
cprestamos_personales_lag2	0.00213493209898393	0.0038915627485101	0.000680550419738322
vmr_mpagominimo_delta3	0.00213347686211088	0.00218084651454415	0.00395348654241049
ctransferencias_recibidas_delta3	0.00209306724252839	0.00162604165323128	0.00360337678890349
vmr_mconsumospesos_lag3	0.00207684920622316	0.00287726315039449	0.00445701517666774
cprestamos_personales_delta3	0.00205089662168085	0.00417106958103096	0.000605807888090761
